date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,device_type,operating_system,views,watch_time_minutes,average_view_duration_seconds,average_view_duration_percentage,red_views,red_watch_time_minutes
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,RZKE4dZXjyo,on_demand,subscribed,IN,104,4,27,26.017916666666668,57.8175925925926,1.3471014117565843,1,0.01
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,on_demand,not_subscribed,IN,104,5,2,1.17955,35.3865,0.48889886709035646,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,becFjPDRpUo,on_demand,not_subscribed,IN,105,4,1,0.048333333333333332,2.9,0.10564663023679417,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,gWT4-TkWHss,on_demand,subscribed,IN,104,4,1,0.035,2.1,4.8837209302325579,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,KeH5IoPlyQQ,on_demand,subscribed,IN,104,4,1,0.505,30.3,97.741935483870961,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,k3wt1ST7xYs,on_demand,subscribed,IN,104,4,1,0.21666666666666667,13,61.904761904761905,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,rCBc16oR_Ak,on_demand,not_subscribed,OM,101,2,1,0.42156666666666665,25.294,0.35751236749116611,1,0.42156666666666665
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,IDeR06ieouo,on_demand,subscribed,IN,105,4,1,0.42666666666666669,25.6,102.4,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,gs1hfZy7uwM,on_demand,not_subscribed,IN,104,4,1,8.8816666666666659,532.9,23.779562695225344,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,BCFoX358Mn4,on_demand,subscribed,IN,104,4,3,0.51,10.200000000000001,0.225414364640884,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,dCq_cofVwhM,on_demand,not_subscribed,IN,104,4,1,0.016666666666666666,1,10,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,IDeR06ieouo,on_demand,subscribed,IN,104,4,1,0.38166666666666665,22.9,91.6,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,9IW6GuWRUtg,on_demand,subscribed,IN,104,4,2,26.754333333333335,802.63,24.988480697384809,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,-e84bR63RVM,on_demand,not_subscribed,IN,104,4,1,7.9783333333333335,478.7,10.014644351464435,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,NUVrSx3BAg4,on_demand,not_subscribed,IN,104,4,1,0.42833333333333334,25.7,0.298698279869828,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,rCBc16oR_Ak,on_demand,not_subscribed,PK,104,4,1,0.39833333333333332,23.9,0.33780918727915193,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,snfQi-mwU8Y,on_demand,not_subscribed,IN,105,4,1,1.4316666666666666,85.9,2.2779103686024929,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,w7Byq3gO_iA,on_demand,not_subscribed,IN,101,2,3,2.1092666666666666,42.185333333333332,1.0791847872431142,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,w7Byq3gO_iA,on_demand,subscribed,IN,105,4,1,0.011666666666666667,0.7,0.017907393195190587,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,Op89IbOgp4s,on_demand,subscribed,IN,104,4,3,27.900833333333335,558.01666666666665,18.229881302406621,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,w7Byq3gO_iA,on_demand,subscribed,IN,104,4,36,73.399716666666663,122.33286111111111,3.12951806372758,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,y7zdvQdunCc,on_demand,not_subscribed,IN,104,4,1,1.02,61.2,1.7754569190600522,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,on_demand,not_subscribed,AE,101,2,1,0.26091666666666669,15.655,0.21628903011881737,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,MXAyMQAapBg,on_demand,not_subscribed,IN,104,4,1,0.36666666666666664,22,0.293842660611727,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,Q2ilBI8wLrE,on_demand,not_subscribed,IN,105,4,1,0.23,13.8,1.1219512195121952,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,9_VmWS0JaIg,live,subscribed,IN,101,2,1,0.23456666666666667,14.074,0.53189720332577473,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,8xKRHu8oI1c,on_demand,subscribed,IN,104,4,1,0.12833333333333333,7.7,0.22254335260115607,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,ibZRNeGabPY,on_demand,subscribed,IN,104,4,1,1.3066666666666666,78.4,2.1046979865771811,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,RZKE4dZXjyo,live,not_subscribed,IN,102,1,1,23.26855,1396.113,32.528261882572231,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,on_demand,not_subscribed,IN,101,2,14,20.16285,86.412214285714285,1.1938686693245963,1,0.038033333333333336
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,on_demand,subscribed,IN,105,4,1,0.23666666666666666,14.2,0.19618679193147279,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,a68AZYVb4cs,on_demand,not_subscribed,IN,101,2,2,2.1810333333333332,65.431,2.6298633440514467,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,on_demand,subscribed,IN,104,4,28,104.54415,224.02317857142859,3.0950977973394385,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,a68AZYVb4cs,on_demand,subscribed,IN,105,4,4,68.13333333333334,1022,41.077170418006432,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,a68AZYVb4cs,on_demand,subscribed,IN,104,4,84,451.07701666666668,322.19786904761906,12.950075122492727,0,0
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,LxlDbgsEsaY,on_demand,not_subscribed,IN,105,4,1,0.096666666666666665,5.8,0.59063136456211818,0,0
