date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,playback_location_type,playback_location_detail,views,watch_time_minutes,average_view_duration_seconds,average_view_duration_percentage,red_views,red_watch_time_minutes
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,1TPldikmHwo,on_demand,not_subscribed,IN,0,unknown,2,1.33345,40.0035,1.4821600592812152,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,Wv75UHokN4I,on_demand,not_subscribed,IN,0,unknown,1,0.27833333333333332,16.7,0.80134357005758161,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,h68QckkOl0U,on_demand,not_subscribed,IN,7,what-to-watch,2,0.42951666666666666,12.8855,0.350054333061668,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,SsckOy4uuBc,on_demand,subscribed,IN,10,unknown,1,0.35166666666666668,21.1,100.47619047619048,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,3qnekV01J9k,live,not_subscribed,IN,7,what-to-watch,1,0.54,32.4,0.92071611253196928,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,af1TdkjuagE,on_demand,subscribed,IN,0,unknown,1,9.3033333333333328,558.2,23.7531914893617,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,KeH5IoPlyQQ,on_demand,not_subscribed,IN,10,unknown,2,0.47666666666666668,14.3,46.12903225806452,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,X5fmeA79UyM,on_demand,subscribed,IN,0,unknown,2,0.085,2.55,0.097328244274809156,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,bGXNBLQozkc,on_demand,not_subscribed,IN,7,what-to-watch,3,1.13125,22.625,0.599973481835057,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,xkdSH4AYTg8,on_demand,not_subscribed,IN,0,unknown,1,2.285,137.1,3.1817126943606406,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,fbSyJpQ4MH0,on_demand,not_subscribed,IN,0,unknown,1,0.36166666666666669,21.7,1.2109375,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,3qnekV01J9k,on_demand,not_subscribed,IN,7,what-to-watch,1,0.19833333333333333,11.9,0.33816425120772947,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,LikxQO7ZATI,on_demand,not_subscribed,IN,0,unknown,3,3.88485,77.697,1.079874913134121,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,2icgivhWB0U,on_demand,subscribed,IN,0,unknown,1,13.88,832.8,21.608718214841723,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,vOgqQqjQ930,on_demand,not_subscribed,IN,0,unknown,1,0,0,0,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,1dbiNX6VYqA,on_demand,subscribed,IN,0,unknown,1,0.053333333333333337,3.2,0.11649071714597743,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,vLc1mYm5GfY,on_demand,not_subscribed,IN,0,unknown,1,0.15166666666666667,9.1,0.27188527039139526,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,h68QckkOl0U,on_demand,subscribed,IN,0,unknown,5,4.8483166666666664,58.1798,1.5805433306166803,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,CcVFLb04QmI,on_demand,not_subscribed,IN,2,UC7zbbglcdBEvi9C3W_K7DCQ,1,0.20313333333333333,12.188,0.32251918496956866,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,jQLnLFjQ-EU,on_demand,not_subscribed,IN,10,unknown,9,4.0308,26.872,72.627027027027026,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,WL03wmawFP8,on_demand,not_subscribed,IN,0,unknown,1,49.80835,2988.501,57.581907514450869,0,0
20231225,UC7zbbglcdBEvi9C3W_K7DCQ,4ICV6q9dats,on_demand,subscribed,IN,0,unknown,1,5.3683333333333332,322.1,7.4542929877343207,0,0
