date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231228,UC7zbbglcdBEvi9C3W_K7DCQ,MBq8uE2jMhE,live,subscribed,IN,55,1
20231228,UC7zbbglcdBEvi9C3W_K7DCQ,MBq8uE2jMhE,on_demand,subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231205,UC7zbbglcdBEvi9C3W_K7DCQ,3VoW8HQuXBc,live,subscribed,IN,109,1
20231205,UC7zbbglcdBEvi9C3W_K7DCQ,2bh5NkMaLm8,live,subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231219,UC7zbbglcdBEvi9C3W_K7DCQ,OArTfsrz3M0,on_demand,subscribed,IN,55,1
20231219,UC7zbbglcdBEvi9C3W_K7DCQ,2G7bxwztA6g,on_demand,subscribed,IN,49,1
20231219,UC7zbbglcdBEvi9C3W_K7DCQ,We8q2EY_8yY,live,subscribed,IN,49,4
20231219,UC7zbbglcdBEvi9C3W_K7DCQ,We8q2EY_8yY,live,subscribed,IN,55,3
20231219,UC7zbbglcdBEvi9C3W_K7DCQ,We8q2EY_8yY,on_demand,not_subscribed,IN,49,4
20231219,UC7zbbglcdBEvi9C3W_K7DCQ,We8q2EY_8yY,on_demand,subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231203,UC7zbbglcdBEvi9C3W_K7DCQ,ls57kqXYW-I,on_demand,subscribed,IN,49,1
20231203,UC7zbbglcdBEvi9C3W_K7DCQ,N9fDVMt8P6c,on_demand,not_subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231204,UC7zbbglcdBEvi9C3W_K7DCQ,zmeUbKKtiD8,on_demand,not_subscribed,IN,49,1
20231204,UC7zbbglcdBEvi9C3W_K7DCQ,5Kjf7eR22Rg,live,subscribed,IN,49,1
20231204,UC7zbbglcdBEvi9C3W_K7DCQ,nyanAJ7f6a8,on_demand,not_subscribed,IN,49,1
20231204,UC7zbbglcdBEvi9C3W_K7DCQ,9Kw4TJ2yj_o,on_demand,not_subscribed,IN,49,2
20231204,UC7zbbglcdBEvi9C3W_K7DCQ,vsoHBBD8-es,on_demand,not_subscribed,IN,49,1
20231204,UC7zbbglcdBEvi9C3W_K7DCQ,8cZ28uPYA54,on_demand,subscribed,IN,55,1
20231204,UC7zbbglcdBEvi9C3W_K7DCQ,6z_oX_atKOA,on_demand,not_subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231230,UC7zbbglcdBEvi9C3W_K7DCQ,syC15Me4YEM,on_demand,not_subscribed,IN,49,2
20231230,UC7zbbglcdBEvi9C3W_K7DCQ,LxlDbgsEsaY,on_demand,not_subscribed,IN,49,1
20231230,UC7zbbglcdBEvi9C3W_K7DCQ,_-9agH_wdTY,on_demand,not_subscribed,IN,49,1
20231230,UC7zbbglcdBEvi9C3W_K7DCQ,XqsJEmksJJY,live,subscribed,IN,49,1
20231230,UC7zbbglcdBEvi9C3W_K7DCQ,2WYblcxESY4,on_demand,not_subscribed,IN,49,1
20231230,UC7zbbglcdBEvi9C3W_K7DCQ,XqsJEmksJJY,live,subscribed,IN,55,1
20231230,UC7zbbglcdBEvi9C3W_K7DCQ,XqsJEmksJJY,on_demand,not_subscribed,IN,49,1
20231230,UC7zbbglcdBEvi9C3W_K7DCQ,rDdZJCKUp8g,on_demand,not_subscribed,IN,49,1
20231230,UC7zbbglcdBEvi9C3W_K7DCQ,Xr4-UTJt_UA,on_demand,not_subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231223,UC7zbbglcdBEvi9C3W_K7DCQ,7qbDJSv-a7I,on_demand,not_subscribed,IN,49,1
20231223,UC7zbbglcdBEvi9C3W_K7DCQ,h68QckkOl0U,on_demand,not_subscribed,IN,49,1
20231223,UC7zbbglcdBEvi9C3W_K7DCQ,h68QckkOl0U,on_demand,subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231208,UC7zbbglcdBEvi9C3W_K7DCQ,PWGBd7-sRrk,on_demand,subscribed,IN,49,1
20231208,UC7zbbglcdBEvi9C3W_K7DCQ,xkdSH4AYTg8,on_demand,subscribed,IN,55,1
20231208,UC7zbbglcdBEvi9C3W_K7DCQ,g6YOeq9ZoWc,on_demand,subscribed,IN,55,1
20231208,UC7zbbglcdBEvi9C3W_K7DCQ,nyanAJ7f6a8,on_demand,subscribed,IN,55,1
20231208,UC7zbbglcdBEvi9C3W_K7DCQ,9Kw4TJ2yj_o,on_demand,subscribed,IN,55,1
20231208,UC7zbbglcdBEvi9C3W_K7DCQ,vsoHBBD8-es,on_demand,subscribed,IN,55,1
20231208,UC7zbbglcdBEvi9C3W_K7DCQ,2bh5NkMaLm8,on_demand,not_subscribed,IN,49,1
20231208,UC7zbbglcdBEvi9C3W_K7DCQ,6z_oX_atKOA,on_demand,subscribed,IN,55,1
20231208,UC7zbbglcdBEvi9C3W_K7DCQ,HlF_JBN0nZU,on_demand,subscribed,IN,55,1
20231208,UC7zbbglcdBEvi9C3W_K7DCQ,9O589BsrFqE,on_demand,not_subscribed,IN,49,1
20231208,UC7zbbglcdBEvi9C3W_K7DCQ,RBLhTDVynUg,live,subscribed,IN,55,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231226,UC7zbbglcdBEvi9C3W_K7DCQ,jO_pJ4qPQ7Q,on_demand,subscribed,IN,49,1
20231226,UC7zbbglcdBEvi9C3W_K7DCQ,-k2t7x9f_gk,live,subscribed,IN,55,1
20231226,UC7zbbglcdBEvi9C3W_K7DCQ,XGcbBPew1qU,live,subscribed,IN,55,1
20231226,UC7zbbglcdBEvi9C3W_K7DCQ,XGcbBPew1qU,on_demand,not_subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231210,UC7zbbglcdBEvi9C3W_K7DCQ,pbZdZJ14J2M,live,subscribed,IN,55,1
20231210,UC7zbbglcdBEvi9C3W_K7DCQ,bPrvAy1uP0w,on_demand,not_subscribed,IN,49,1
20231210,UC7zbbglcdBEvi9C3W_K7DCQ,0LolkQxlvvA,on_demand,not_subscribed,IN,49,1
20231210,UC7zbbglcdBEvi9C3W_K7DCQ,JomzAAincW4,on_demand,not_subscribed,IN,49,1
20231210,UC7zbbglcdBEvi9C3W_K7DCQ,t8TTfLQASaw,on_demand,not_subscribed,IN,49,1
20231210,UC7zbbglcdBEvi9C3W_K7DCQ,kEvVnZOjmgs,on_demand,not_subscribed,IN,49,1
20231210,UC7zbbglcdBEvi9C3W_K7DCQ,zmeUbKKtiD8,on_demand,not_subscribed,IN,49,1
20231210,UC7zbbglcdBEvi9C3W_K7DCQ,0z3K3y_4Qhs,on_demand,not_subscribed,IN,49,1
20231210,UC7zbbglcdBEvi9C3W_K7DCQ,0aECz-0fk4s,on_demand,not_subscribed,IN,49,1
20231210,UC7zbbglcdBEvi9C3W_K7DCQ,ByuP6kA5_8g,live,subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231212,UC7zbbglcdBEvi9C3W_K7DCQ,CcVFLb04QmI,live,subscribed,IN,49,1
20231212,UC7zbbglcdBEvi9C3W_K7DCQ,2icgivhWB0U,on_demand,subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231216,UC7zbbglcdBEvi9C3W_K7DCQ,4ZJ7Pi2ZPN8,live,subscribed,IN,49,3
20231216,UC7zbbglcdBEvi9C3W_K7DCQ,ZdfQ3mxuRXU,on_demand,subscribed,IN,49,1
20231216,UC7zbbglcdBEvi9C3W_K7DCQ,BpzzHEqc5UY,live,subscribed,IN,55,3
20231216,UC7zbbglcdBEvi9C3W_K7DCQ,2icgivhWB0U,on_demand,subscribed,IN,49,1
20231216,UC7zbbglcdBEvi9C3W_K7DCQ,QebAK9_79mA,on_demand,subscribed,IN,49,1
20231216,UC7zbbglcdBEvi9C3W_K7DCQ,BpzzHEqc5UY,live,not_subscribed,IN,49,1
20231216,UC7zbbglcdBEvi9C3W_K7DCQ,Op89IbOgp4s,on_demand,subscribed,IN,49,3
20231216,UC7zbbglcdBEvi9C3W_K7DCQ,4ZJ7Pi2ZPN8,on_demand,not_subscribed,IN,55,1
20231216,UC7zbbglcdBEvi9C3W_K7DCQ,BpzzHEqc5UY,live,subscribed,IN,49,2
20231216,UC7zbbglcdBEvi9C3W_K7DCQ,lijG3JhJQXY,on_demand,subscribed,IN,49,1
20231216,UC7zbbglcdBEvi9C3W_K7DCQ,QebAK9_79mA,on_demand,subscribed,IN,55,1
20231216,UC7zbbglcdBEvi9C3W_K7DCQ,4ZJ7Pi2ZPN8,live,not_subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231209,UC7zbbglcdBEvi9C3W_K7DCQ,RBLhTDVynUg,on_demand,subscribed,IN,55,1
20231209,UC7zbbglcdBEvi9C3W_K7DCQ,o0s2y45de6g,live,not_subscribed,IN,49,2
20231209,UC7zbbglcdBEvi9C3W_K7DCQ,o0s2y45de6g,live,subscribed,IN,49,3
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231211,UC7zbbglcdBEvi9C3W_K7DCQ,ng0sDjiDITc,on_demand,subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,HlF_JBN0nZU,on_demand,subscribed,IN,49,2
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,lijG3JhJQXY,on_demand,subscribed,IN,49,1
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,zEp69x1Q7M8,on_demand,subscribed,IN,49,2
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,y7zdvQdunCc,live,not_subscribed,IN,49,2
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,g6YOeq9ZoWc,on_demand,subscribed,IN,49,2
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,y7zdvQdunCc,live,subscribed,IN,49,1
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,nyanAJ7f6a8,on_demand,subscribed,IN,49,1
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,RBLhTDVynUg,on_demand,subscribed,IN,49,2
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,9Kw4TJ2yj_o,on_demand,subscribed,IN,49,1
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,vsoHBBD8-es,on_demand,subscribed,IN,49,1
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,6JUDzr3TZ6Y,on_demand,subscribed,IN,49,1
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,2icgivhWB0U,on_demand,subscribed,IN,49,1
20231214,UC7zbbglcdBEvi9C3W_K7DCQ,6z_oX_atKOA,on_demand,subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231231,UC7zbbglcdBEvi9C3W_K7DCQ,syC15Me4YEM,on_demand,subscribed,IN,53,1
20231231,UC7zbbglcdBEvi9C3W_K7DCQ,syC15Me4YEM,on_demand,subscribed,IN,49,1
20231231,UC7zbbglcdBEvi9C3W_K7DCQ,rCBc16oR_Ak,on_demand,not_subscribed,IN,49,1
20231231,UC7zbbglcdBEvi9C3W_K7DCQ,d7na_44_4_4,on_demand,subscribed,IN,49,1
20231231,UC7zbbglcdBEvi9C3W_K7DCQ,D3cyh2uj2nA,on_demand,not_subscribed,IN,49,1
20231231,UC7zbbglcdBEvi9C3W_K7DCQ,XqsJEmksJJY,on_demand,not_subscribed,IN,49,2
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231224,UC7zbbglcdBEvi9C3W_K7DCQ,bGXNBLQozkc,live,not_subscribed,IN,49,1
20231224,UC7zbbglcdBEvi9C3W_K7DCQ,hPLbxYZPZ-s,on_demand,not_subscribed,IN,49,1
20231224,UC7zbbglcdBEvi9C3W_K7DCQ,bGXNBLQozkc,live,subscribed,IN,49,1
20231224,UC7zbbglcdBEvi9C3W_K7DCQ,h68QckkOl0U,on_demand,subscribed,IN,49,1
20231224,UC7zbbglcdBEvi9C3W_K7DCQ,XO-MzUpHVh0,on_demand,subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,Y5eqM--ZAwk,on_demand,subscribed,IN,49,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,-Vy55iNWdlo,on_demand,subscribed,IN,49,2
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,d7na_44_4_4,on_demand,subscribed,IN,49,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,Y5eqM--ZAwk,on_demand,subscribed,IN,55,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,QebAK9_79mA,on_demand,subscribed,IN,49,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,ntbO3ElQ9B0,on_demand,subscribed,IN,49,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,-9CGx1MqDlY,on_demand,subscribed,IN,49,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,lijG3JhJQXY,on_demand,subscribed,IN,49,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,zEp69x1Q7M8,on_demand,subscribed,IN,49,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,-Vy55iNWdlo,on_demand,not_subscribed,IN,55,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,-9CGx1MqDlY,on_demand,not_subscribed,IN,55,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,Op89IbOgp4s,live,subscribed,IN,49,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,2icgivhWB0U,on_demand,subscribed,IN,49,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,Op89IbOgp4s,on_demand,subscribed,IN,49,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,CcVFLb04QmI,on_demand,subscribed,IN,49,1
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,Op89IbOgp4s,on_demand,subscribed,IN,55,3
20231215,UC7zbbglcdBEvi9C3W_K7DCQ,4Mx_hW8Ck4A,on_demand,subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231221,UC7zbbglcdBEvi9C3W_K7DCQ,WL03wmawFP8,live,subscribed,IN,49,2
20231221,UC7zbbglcdBEvi9C3W_K7DCQ,X5fmeA79UyM,on_demand,subscribed,IN,49,1
20231221,UC7zbbglcdBEvi9C3W_K7DCQ,CcVFLb04QmI,on_demand,not_subscribed,IN,103,1
20231221,UC7zbbglcdBEvi9C3W_K7DCQ,WL03wmawFP8,live,subscribed,IN,55,1
20231221,UC7zbbglcdBEvi9C3W_K7DCQ,xLGsiudA4H8,live,not_subscribed,IN,55,1
20231221,UC7zbbglcdBEvi9C3W_K7DCQ,xLGsiudA4H8,on_demand,not_subscribed,IN,49,1
20231221,UC7zbbglcdBEvi9C3W_K7DCQ,WL03wmawFP8,live,not_subscribed,IN,49,4
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,vLc1mYm5GfY,on_demand,subscribed,IN,49,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,Xp9t2SBkFgs,live,subscribed,IN,49,6
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,4ZJ7Pi2ZPN8,on_demand,subscribed,IN,49,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,Op89IbOgp4s,on_demand,subscribed,IN,49,2
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,Xp9t2SBkFgs,live,subscribed,IN,55,2
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,Xp9t2SBkFgs,on_demand,subscribed,IN,49,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,Luh-jZZ8loE,on_demand,subscribed,IN,49,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,BpzzHEqc5UY,on_demand,subscribed,IN,49,2
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,4ZJ7Pi2ZPN8,on_demand,not_subscribed,IN,49,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,CcVFLb04QmI,on_demand,not_subscribed,IN,49,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,Xp9t2SBkFgs,on_demand,not_subscribed,IN,49,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,1PCWPfKbOC0,live,not_subscribed,IN,102,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,BpzzHEqc5UY,on_demand,not_subscribed,IN,49,2
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,1PCWPfKbOC0,live,subscribed,IN,49,4
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,Xp9t2SBkFgs,on_demand,subscribed,IN,109,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,F7FDQAp49BE,live,subscribed,IN,49,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,1PCWPfKbOC0,live,subscribed,IN,55,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,1PCWPfKbOC0,on_demand,subscribed,IN,49,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,lijG3JhJQXY,on_demand,subscribed,IN,49,2
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,F7FDQAp49BE,on_demand,subscribed,IN,49,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,zEp69x1Q7M8,on_demand,subscribed,IN,49,1
20231217,UC7zbbglcdBEvi9C3W_K7DCQ,HlF_JBN0nZU,on_demand,subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231222,UC7zbbglcdBEvi9C3W_K7DCQ,Y6TtP54oNBk,live,subscribed,IN,49,1
20231222,UC7zbbglcdBEvi9C3W_K7DCQ,dI1c44fOIRA,on_demand,subscribed,IN,49,1
20231222,UC7zbbglcdBEvi9C3W_K7DCQ,h68QckkOl0U,on_demand,subscribed,IN,49,1
20231222,UC7zbbglcdBEvi9C3W_K7DCQ,bGXNBLQozkc,on_demand,subscribed,IN,49,1
20231222,UC7zbbglcdBEvi9C3W_K7DCQ,dI1c44fOIRA,on_demand,subscribed,IN,55,1
20231222,UC7zbbglcdBEvi9C3W_K7DCQ,WL03wmawFP8,on_demand,subscribed,IN,49,1
20231222,UC7zbbglcdBEvi9C3W_K7DCQ,4VGQcek_epM,on_demand,subscribed,IN,55,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231213,UC7zbbglcdBEvi9C3W_K7DCQ,lijG3JhJQXY,on_demand,subscribed,IN,49,1
20231213,UC7zbbglcdBEvi9C3W_K7DCQ,bMqVJHbD-0Q,on_demand,not_subscribed,IN,49,1
20231213,UC7zbbglcdBEvi9C3W_K7DCQ,lijG3JhJQXY,on_demand,subscribed,IN,55,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20231207,UC7zbbglcdBEvi9C3W_K7DCQ,5Kjf7eR22Rg,on_demand,not_subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20240102,UC7zbbglcdBEvi9C3W_K7DCQ,qRtTviVbCUQ,on_demand,subscribed,IN,49,1
20240102,UC7zbbglcdBEvi9C3W_K7DCQ,Wv75UHokN4I,on_demand,not_subscribed,IN,49,1
20240102,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,on_demand,not_subscribed,US,55,1
20240102,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,on_demand,not_subscribed,IN,49,7
20240102,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,on_demand,subscribed,IN,49,1
20240102,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,on_demand,not_subscribed,IN,55,1
20240102,UC7zbbglcdBEvi9C3W_K7DCQ,qRtTviVbCUQ,live,subscribed,IN,49,1
20240102,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,on_demand,not_subscribed,IN,103,2
20240102,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,on_demand,subscribed,IN,55,3
20240102,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,live,not_subscribed,IN,49,1
20240102,UC7zbbglcdBEvi9C3W_K7DCQ,V97hP6s56qI,on_demand,not_subscribed,IN,49,1
date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,sharing_service,shares
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,a68AZYVb4cs,live,subscribed,IN,55,2
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,BpzzHEqc5UY,on_demand,subscribed,IN,49,1
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,a68AZYVb4cs,on_demand,subscribed,IN,49,1
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,V97hP6s56qI,on_demand,subscribed,IN,55,1
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,a68AZYVb4cs,live,not_subscribed,IN,31,1
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,ci0As52qcv8,on_demand,not_subscribed,IN,49,1
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,w7Byq3gO_iA,live,subscribed,IN,55,1
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,a68AZYVb4cs,live,not_subscribed,IN,49,2
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,9_VmWS0JaIg,on_demand,subscribed,IN,49,1
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,a68AZYVb4cs,live,not_subscribed,IN,55,1
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,V97hP6s56qI,on_demand,subscribed,IN,53,4
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,w7Byq3gO_iA,live,not_subscribed,IN,49,1
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,RZKE4dZXjyo,live,subscribed,IN,55,2
20240103,UC7zbbglcdBEvi9C3W_K7DCQ,FNGsfWcr5JA,on_demand,not_subscribed,IN,49,1
